Country,Year ending,Activities,Value
"Korea, Republic of",YEDec 2013,Govett-Brewster Art Gallery in New Plymouth,173
"Korea, Republic of",YEDec 2014,Govett-Brewster Art Gallery in New Plymouth,548
"Korea, Republic of",YEDec 2015,Govett-Brewster Art Gallery in New Plymouth,256
"Korea, Republic of",YEJun 2014,Govett-Brewster Art Gallery in New Plymouth,256
"Korea, Republic of",YEJun 2015,Govett-Brewster Art Gallery in New Plymouth,622
"Korea, Republic of",YEMar 2014,Govett-Brewster Art Gallery in New Plymouth,213
"Korea, Republic of",YEMar 2015,Govett-Brewster Art Gallery in New Plymouth,508
"Korea, Republic of",YEMar 2016,Govett-Brewster Art Gallery in New Plymouth,256
"Korea, Republic of",YESep 2013,Govett-Brewster Art Gallery in New Plymouth,63
"Korea, Republic of",YESep 2014,Govett-Brewster Art Gallery in New Plymouth,360
"Korea, Republic of",YESep 2015,Govett-Brewster Art Gallery in New Plymouth,554
UK,YEDec 2013,Govett-Brewster Art Gallery in New Plymouth,259
USA,YEDec 2013,Govett-Brewster Art Gallery in New Plymouth,613
Australia,YEDec 2013,Health spa or day spa,39842
Australia,YEDec 2014,Health spa or day spa,89716
Australia,YEDec 2015,Health spa or day spa,67487
Australia,YEJun 2014,Health spa or day spa,84033
Australia,YEJun 2015,Health spa or day spa,82520
Australia,YEMar 2014,Health spa or day spa,67241
Australia,YEMar 2015,Health spa or day spa,86918
Australia,YEMar 2016,Health spa or day spa,66842
Australia,YESep 2013,Health spa or day spa,22588
Australia,YESep 2014,Health spa or day spa,83272
Australia,YESep 2015,Health spa or day spa,75180
Canada,YEDec 2013,Health spa or day spa,1718
Canada,YEDec 2014,Health spa or day spa,5078
Canada,YEDec 2015,Health spa or day spa,4394
Canada,YEJun 2014,Health spa or day spa,4431
Canada,YEJun 2015,Health spa or day spa,4590
Canada,YEMar 2014,Health spa or day spa,3521
Canada,YEMar 2015,Health spa or day spa,4175
Canada,YEMar 2016,Health spa or day spa,5520
Canada,YESep 2013,Health spa or day spa,753
Canada,YESep 2014,Health spa or day spa,4447
Canada,YESep 2015,Health spa or day spa,4615
China,YEDec 2013,Health spa or day spa,6772
China,YEDec 2014,Health spa or day spa,28623
China,YEDec 2015,Health spa or day spa,30638
China,YEJun 2014,Health spa or day spa,25135
China,YEJun 2015,Health spa or day spa,22989
China,YEMar 2014,Health spa or day spa,17763
China,YEMar 2015,Health spa or day spa,23927
China,YEMar 2016,Health spa or day spa,38201
China,YESep 2013,Health spa or day spa,3030
China,YESep 2014,Health spa or day spa,28976
China,YESep 2015,Health spa or day spa,25492
Germany,YEDec 2013,Health spa or day spa,3774
Germany,YEDec 2014,Health spa or day spa,14494
Germany,YEDec 2015,Health spa or day spa,13952
Germany,YEJun 2014,Health spa or day spa,13578
Germany,YEJun 2015,Health spa or day spa,14398
Germany,YEMar 2014,Health spa or day spa,9882
Germany,YEMar 2015,Health spa or day spa,14230
Germany,YEMar 2016,Health spa or day spa,14273
Germany,YESep 2013,Health spa or day spa,920
Germany,YESep 2014,Health spa or day spa,14435
Germany,YESep 2015,Health spa or day spa,14158
Japan,YEDec 2013,Health spa or day spa,3638
Japan,YEDec 2014,Health spa or day spa,6606
Japan,YEDec 2015,Health spa or day spa,4579
Japan,YEJun 2014,Health spa or day spa,6819
Japan,YEJun 2015,Health spa or day spa,6089
Japan,YEMar 2014,Health spa or day spa,6107
Japan,YEMar 2015,Health spa or day spa,4532
Japan,YEMar 2016,Health spa or day spa,4733
Japan,YESep 2013,Health spa or day spa,1889
Japan,YESep 2014,Health spa or day spa,6926
Japan,YESep 2015,Health spa or day spa,5119
"Korea, Republic of",YEDec 2013,Health spa or day spa,2332
"Korea, Republic of",YEDec 2014,Health spa or day spa,7007
"Korea, Republic of",YEDec 2015,Health spa or day spa,10841
"Korea, Republic of",YEJun 2014,Health spa or day spa,6295
"Korea, Republic of",YEJun 2015,Health spa or day spa,5156
"Korea, Republic of",YEMar 2014,Health spa or day spa,5096
"Korea, Republic of",YEMar 2015,Health spa or day spa,4429
"Korea, Republic of",YEMar 2016,Health spa or day spa,19112
"Korea, Republic of",YESep 2013,Health spa or day spa,927
"Korea, Republic of",YESep 2014,Health spa or day spa,6938
"Korea, Republic of",YESep 2015,Health spa or day spa,4635
Australia,YEDec 1997,Horse riding / horse trekking,4524
Australia,YEDec 1998,Horse riding / horse trekking,10496
Australia,YEDec 1999,Horse riding / horse trekking,3765
Australia,YEDec 2000,Horse riding / horse trekking,8350
Australia,YEDec 2001,Horse riding / horse trekking,5034
Australia,YEDec 2002,Horse riding / horse trekking,3333
Australia,YEDec 2003,Horse riding / horse trekking,10389
Australia,YEDec 2004,Horse riding / horse trekking,11001
Australia,YEDec 2005,Horse riding / horse trekking,13244
Australia,YEDec 2006,Horse riding / horse trekking,6015
Australia,YEDec 2007,Horse riding / horse trekking,15332
Australia,YEDec 2008,Horse riding / horse trekking,12292
Australia,YEDec 2009,Horse riding / horse trekking,13419
Australia,YEDec 2010,Horse riding / horse trekking,10828
Australia,YEDec 2011,Horse riding / horse trekking,14269
Australia,YEDec 2012,Horse riding / horse trekking,12225
Australia,YEDec 2013,Horse riding / horse trekking,18949
Australia,YEDec 2014,Horse riding / horse trekking,17866
Australia,YEDec 2015,Horse riding / horse trekking,14106
Australia,YEJun 1998,Horse riding / horse trekking,7932
Australia,YEJun 1999,Horse riding / horse trekking,7138
Australia,YEJun 2000,Horse riding / horse trekking,4496
Australia,YEJun 2001,Horse riding / horse trekking,8901
Australia,YEJun 2002,Horse riding / horse trekking,3011
Australia,YEJun 2003,Horse riding / horse trekking,8227
Australia,YEJun 2004,Horse riding / horse trekking,8907
Australia,YEJun 2005,Horse riding / horse trekking,17277
Australia,YEJun 2006,Horse riding / horse trekking,6543
Australia,YEJun 2007,Horse riding / horse trekking,9600
Australia,YEJun 2008,Horse riding / horse trekking,13483
Australia,YEJun 2009,Horse riding / horse trekking,14292
Australia,YEJun 2010,Horse riding / horse trekking,9920
Australia,YEJun 2011,Horse riding / horse trekking,11836
Australia,YEJun 2012,Horse riding / horse trekking,14212
Australia,YEJun 2013,Horse riding / horse trekking,12166
Australia,YEJun 2014,Horse riding / horse trekking,23352
Australia,YEJun 2015,Horse riding / horse trekking,15939
Australia,YEMar 1998,Horse riding / horse trekking,6571
Australia,YEMar 1999,Horse riding / horse trekking,8086
Australia,YEMar 2000,Horse riding / horse trekking,4703
Australia,YEMar 2001,Horse riding / horse trekking,8144
Australia,YEMar 2002,Horse riding / horse trekking,3426
Australia,YEMar 2003,Horse riding / horse trekking,7524
Australia,YEMar 2004,Horse riding / horse trekking,7678
Australia,YEMar 2005,Horse riding / horse trekking,18515
Australia,YEMar 2006,Horse riding / horse trekking,6808
Australia,YEMar 2007,Horse riding / horse trekking,8313
Australia,YEMar 2008,Horse riding / horse trekking,15469
Australia,YEMar 2009,Horse riding / horse trekking,12831
Australia,YEMar 2010,Horse riding / horse trekking,8743
Australia,YEMar 2011,Horse riding / horse trekking,13086
Australia,YEMar 2012,Horse riding / horse trekking,15003
Australia,YEMar 2013,Horse riding / horse trekking,12137
Australia,YEMar 2014,Horse riding / horse trekking,21205
Australia,YEMar 2015,Horse riding / horse trekking,18626
Australia,YEMar 2016,Horse riding / horse trekking,15851
Australia,YESep 1998,Horse riding / horse trekking,9397
Australia,YESep 1999,Horse riding / horse trekking,4258
Australia,YESep 2000,Horse riding / horse trekking,6909
Australia,YESep 2001,Horse riding / horse trekking,6488
Australia,YESep 2002,Horse riding / horse trekking,4553
Australia,YESep 2003,Horse riding / horse trekking,9256
Australia,YESep 2004,Horse riding / horse trekking,10461
Australia,YESep 2005,Horse riding / horse trekking,14792
Australia,YESep 2006,Horse riding / horse trekking,5713
Australia,YESep 2007,Horse riding / horse trekking,11511
Australia,YESep 2008,Horse riding / horse trekking,12055
Australia,YESep 2009,Horse riding / horse trekking,14954
Australia,YESep 2010,Horse riding / horse trekking,11196
Australia,YESep 2011,Horse riding / horse trekking,15779
Australia,YESep 2012,Horse riding / horse trekking,9744
Australia,YESep 2013,Horse riding / horse trekking,19342
Australia,YESep 2014,Horse riding / horse trekking,15836
Australia,YESep 2015,Horse riding / horse trekking,16631
Canada,YEDec 1997,Horse riding / horse trekking,634
Canada,YEDec 1998,Horse riding / horse trekking,883
Canada,YEDec 1999,Horse riding / horse trekking,639
Canada,YEDec 2000,Horse riding / horse trekking,1786
Canada,YEDec 2001,Horse riding / horse trekking,568
Canada,YEDec 2002,Horse riding / horse trekking,1125
Canada,YEDec 2003,Horse riding / horse trekking,558
Canada,YEDec 2004,Horse riding / horse trekking,1309
Canada,YEDec 2005,Horse riding / horse trekking,463
Canada,YEDec 2006,Horse riding / horse trekking,1582
Canada,YEDec 2007,Horse riding / horse trekking,1146
Canada,YEDec 2008,Horse riding / horse trekking,611
Canada,YEDec 2009,Horse riding / horse trekking,1512
Canada,YEDec 2010,Horse riding / horse trekking,1110
Canada,YEDec 2011,Horse riding / horse trekking,1044
Canada,YEDec 2012,Horse riding / horse trekking,782
Canada,YEDec 2013,Horse riding / horse trekking,2731
Canada,YEDec 2014,Horse riding / horse trekking,1910
Canada,YEDec 2015,Horse riding / horse trekking,1262
Canada,YEJun 1998,Horse riding / horse trekking,1029
Canada,YEJun 1999,Horse riding / horse trekking,910
Canada,YEJun 2000,Horse riding / horse trekking,853
Canada,YEJun 2001,Horse riding / horse trekking,1481
Canada,YEJun 2002,Horse riding / horse trekking,970
Canada,YEJun 2003,Horse riding / horse trekking,610
Canada,YEJun 2004,Horse riding / horse trekking,1074
Canada,YEJun 2005,Horse riding / horse trekking,891
Canada,YEJun 2006,Horse riding / horse trekking,1337
Canada,YEJun 2007,Horse riding / horse trekking,917
Canada,YEJun 2008,Horse riding / horse trekking,768
Canada,YEJun 2009,Horse riding / horse trekking,1503
Canada,YEJun 2010,Horse riding / horse trekking,1100
Canada,YEJun 2011,Horse riding / horse trekking,1283
Canada,YEJun 2012,Horse riding / horse trekking,635
Canada,YEJun 2013,Horse riding / horse trekking,1886
Canada,YEJun 2014,Horse riding / horse trekking,2292
Canada,YEJun 2015,Horse riding / horse trekking,1533
Canada,YEMar 1998,Horse riding / horse trekking,634
Canada,YEMar 1999,Horse riding / horse trekking,1305
Canada,YEMar 2000,Horse riding / horse trekking,651
Canada,YEMar 2001,Horse riding / horse trekking,1683
Canada,YEMar 2002,Horse riding / horse trekking,493
Canada,YEMar 2003,Horse riding / horse trekking,869
Canada,YEMar 2004,Horse riding / horse trekking,888
Canada,YEMar 2005,Horse riding / horse trekking,1158
Canada,YEMar 2006,Horse riding / horse trekking,984
Canada,YEMar 2007,Horse riding / horse trekking,1194
Canada,YEMar 2008,Horse riding / horse trekking,834
Canada,YEMar 2009,Horse riding / horse trekking,1650
Canada,YEMar 2010,Horse riding / horse trekking,804
Canada,YEMar 2011,Horse riding / horse trekking,1024
Canada,YEMar 2012,Horse riding / horse trekking,979
Canada,YEMar 2013,Horse riding / horse trekking,1963
Canada,YEMar 2014,Horse riding / horse trekking,2106
Canada,YEMar 2015,Horse riding / horse trekking,1556
Canada,YEMar 2016,Horse riding / horse trekking,1327
Canada,YESep 1998,Horse riding / horse trekking,1111
Canada,YESep 1999,Horse riding / horse trekking,610
Canada,YESep 2000,Horse riding / horse trekking,1230
Canada,YESep 2001,Horse riding / horse trekking,1341
Canada,YESep 2002,Horse riding / horse trekking,732
Canada,YESep 2003,Horse riding / horse trekking,610
Canada,YESep 2004,Horse riding / horse trekking,1074
Canada,YESep 2005,Horse riding / horse trekking,963
Canada,YESep 2006,Horse riding / horse trekking,1265
Canada,YESep 2007,Horse riding / horse trekking,993
Canada,YESep 2008,Horse riding / horse trekking,763
Canada,YESep 2009,Horse riding / horse trekking,1802
Canada,YESep 2010,Horse riding / horse trekking,1030
Canada,YESep 2011,Horse riding / horse trekking,1089
Canada,YESep 2012,Horse riding / horse trekking,713
Canada,YESep 2013,Horse riding / horse trekking,1862
Canada,YESep 2014,Horse riding / horse trekking,2253
Canada,YESep 2015,Horse riding / horse trekking,1600
China,YEDec 1997,Horse riding / horse trekking,458
China,YEDec 1998,Horse riding / horse trekking,216
China,YEDec 1999,Horse riding / horse trekking,315
China,YEDec 2000,Horse riding / horse trekking,286
China,YEDec 2001,Horse riding / horse trekking,540
China,YEDec 2002,Horse riding / horse trekking,531
China,YEDec 2003,Horse riding / horse trekking,999
China,YEDec 2004,Horse riding / horse trekking,356
China,YEDec 2005,Horse riding / horse trekking,1651
China,YEDec 2006,Horse riding / horse trekking,907
China,YEDec 2007,Horse riding / horse trekking,707
China,YEDec 2008,Horse riding / horse trekking,95
China,YEDec 2009,Horse riding / horse trekking,1886
China,YEDec 2010,Horse riding / horse trekking,1106
China,YEDec 2011,Horse riding / horse trekking,448
China,YEDec 2012,Horse riding / horse trekking,572
China,YEDec 2013,Horse riding / horse trekking,5941
China,YEDec 2014,Horse riding / horse trekking,6059
China,YEDec 2015,Horse riding / horse trekking,11863
China,YEJun 1998,Horse riding / horse trekking,427
China,YEJun 1999,Horse riding / horse trekking,315
China,YEJun 2001,Horse riding / horse trekking,542
China,YEJun 2002,Horse riding / horse trekking,815
China,YEJun 2003,Horse riding / horse trekking,999
China,YEJun 2004,Horse riding / horse trekking,82
China,YEJun 2005,Horse riding / horse trekking,1925
China,YEJun 2006,Horse riding / horse trekking,836
China,YEJun 2007,Horse riding / horse trekking,109
China,YEJun 2008,Horse riding / horse trekking,668
China,YEJun 2009,Horse riding / horse trekking,1968
China,YEJun 2010,Horse riding / horse trekking,225
China,YEJun 2011,Horse riding / horse trekking,893
China,YEJun 2012,Horse riding / horse trekking,688
China,YEJun 2013,Horse riding / horse trekking,2928
China,YEJun 2014,Horse riding / horse trekking,5313
China,YEJun 2015,Horse riding / horse trekking,9328
China,YEMar 1998,Horse riding / horse trekking,427
China,YEMar 1999,Horse riding / horse trekking,315
China,YEMar 2001,Horse riding / horse trekking,542
China,YEMar 2002,Horse riding / horse trekking,284
China,YEMar 2003,Horse riding / horse trekking,1529
China,YEMar 2004,Horse riding / horse trekking,82
China,YEMar 2005,Horse riding / horse trekking,1925
China,YEMar 2007,Horse riding / horse trekking,907
China,YEMar 2008,Horse riding / horse trekking,707
China,YEMar 2009,Horse riding / horse trekking,1968
China,YEMar 2010,Horse riding / horse trekking,225
China,YEMar 2011,Horse riding / horse trekking,893
China,YEMar 2012,Horse riding / horse trekking,448
China,YEMar 2013,Horse riding / horse trekking,3169
China,YEMar 2014,Horse riding / horse trekking,4705
China,YEMar 2015,Horse riding / horse trekking,8671
China,YEMar 2016,Horse riding / horse trekking,10725
China,YESep 1998,Horse riding / horse trekking,427
China,YESep 1999,Horse riding / horse trekking,315
China,YESep 2000,Horse riding / horse trekking,286
China,YESep 2001,Horse riding / horse trekking,540
China,YESep 2002,Horse riding / horse trekking,531
China,YESep 2003,Horse riding / horse trekking,999
China,YESep 2004,Horse riding / horse trekking,356
China,YESep 2005,Horse riding / horse trekking,1651
China,YESep 2006,Horse riding / horse trekking,836
China,YESep 2007,Horse riding / horse trekking,109
China,YESep 2008,Horse riding / horse trekking,693
China,YESep 2009,Horse riding / horse trekking,1956
China,YESep 2010,Horse riding / horse trekking,213
China,YESep 2011,Horse riding / horse trekking,1040
China,YESep 2012,Horse riding / horse trekking,751
China,YESep 2013,Horse riding / horse trekking,4623
China,YESep 2014,Horse riding / horse trekking,5578
China,YESep 2015,Horse riding / horse trekking,8554
Germany,YEDec 1997,Horse riding / horse trekking,1621
Germany,YEDec 1998,Horse riding / horse trekking,1771
Germany,YEDec 1999,Horse riding / horse trekking,1316
Germany,YEDec 2000,Horse riding / horse trekking,506
Germany,YEDec 2001,Horse riding / horse trekking,1125
Germany,YEDec 2002,Horse riding / horse trekking,1464
Germany,YEDec 2003,Horse riding / horse trekking,3653
Germany,YEDec 2004,Horse riding / horse trekking,2052
Germany,YEDec 2005,Horse riding / horse trekking,2890
Germany,YEDec 2006,Horse riding / horse trekking,2588
Germany,YEDec 2007,Horse riding / horse trekking,1055
Germany,YEDec 2008,Horse riding / horse trekking,4974
Germany,YEDec 2009,Horse riding / horse trekking,3805
Germany,YEDec 2010,Horse riding / horse trekking,4492
Germany,YEDec 2011,Horse riding / horse trekking,2734
Germany,YEDec 2012,Horse riding / horse trekking,2081
Germany,YEDec 2013,Horse riding / horse trekking,2953
Germany,YEDec 2014,Horse riding / horse trekking,5623
Germany,YEDec 2015,Horse riding / horse trekking,5007
Germany,YEJun 1998,Horse riding / horse trekking,2714
Germany,YEJun 1999,Horse riding / horse trekking,1525
Germany,YEJun 2000,Horse riding / horse trekking,506
